lat,long
-78.5042637,38.0294811
149.1864471,-35.2983627
NA,NA
NA,NA
-70.6399544,-33.44180680000001
-89.4133231,43.0756074
-97.882589,36.39642
-83.7345223,42.2788651
135.7773029,35.0227581
140.0462458,39.8008319
-82.56334600000001,35.612128
-80.2877488,25.7799543
-122.3075547,47.6517683
-113.995368,46.8704967
-114.0566828,46.84196619999999
NA,NA
-113.5153588,53.5132302
-113.529111,53.5267813
8.9694947,44.4057165
-83.6943191,41.7103358
-71.09416,42.360091
-84.38528190000001,33.753068
-97.74674259999999,30.30541569999999
-122.2704566,37.8002959
NA,NA
-84.32224,33.7971368
-97.7340567,30.2849185
121.4598975,31.2627211
144.9621206,-37.801292
2.3598969,48.8261675
2.381579,48.8282369
18.8633889,-33.9321854
NA,NA
-123.2459938,49.26060520000001
145.0618916,-37.7523413
-71.1155576,42.3784626
151.1126498,-33.77382370000001
153.0148148,-27.4973394
-77.0284136,38.90020730000001
-77.10445969999999,39.0027771
-81.2737336,43.0095971
NA,NA
2.2639934,48.8476037
16.359237,48.2319384
NA,NA
-75.6951768,45.4198818
10.3258951,44.8007911
3.0341667,12.0408333
-4.5074098,48.3980973
-78.9306593,35.999712
153.0148519,-27.4974432
153.0260341,-27.4704528
-80.27963989999999,25.7221362
-4.5074098,48.3980973
-73.9967593,41.1005029
-95.6280364,37.0327633
NA,NA
NA,NA
2.05441,41.37058
18.055378,59.3571862
-3.0696841,56.456808
2.1046866,41.5020282
18.0579984,59.3656529
18.057831,59.3621737
-97.6846195,30.5634437
-96.5847249,39.1974437
-96.5845173,39.1934982
-73.9458363,40.7854095
-122.1277165,36.9731647
-97.6846195,30.5634437
-0.4178201,38.4835931
-122.1277165,36.9731647
149.1300092,-35.2809368
18.4598509,-33.9571826
18.055378,59.3571862
0.5383177,51.397198
11.354157,44.4962318
NA,NA
NA,NA
