ID,lat,lon
107,-119.8435795,34.4118621
108,12.3891818,51.3302732
109,12.3891818,51.3302732
110,12.3891818,51.3302732
111,-6.0070154,37.4104785
112,11.9695315,51.4861319
113,11.9695315,51.4861319
114,14.4234889,50.0871106
115,14.4234889,50.0871106
116,-105.908634,35.700306
117,-105.908634,35.700306
118,-87.5987133,41.7886079
119,-87.5987133,41.7886079
120,-87.5987133,41.7886079
121,-87.5987133,41.7886079
122,-87.5987133,41.7886079
123,-87.5987133,41.7886079
124,-87.9788682,41.718281
125,-87.9788682,41.718281
126,-87.6027066,41.7917114
127,-87.601084,41.7905681
128,-87.5987133,41.7886079
129,-87.5987133,41.7886079
130,-87.5999352,41.7912117
131,-70.6724209,41.5256351
132,-87.6045212,41.7882973
133,-87.6015108,41.7902766
134,-71.09416,42.360091
135,-78.4970455,-0.2166266
136,-78.4970455,-0.2166266
137,-76.5333726,3.3758083
138,-66.1617325,18.1179805
139,-66.7210827,18.2538005
140,-88.7427628,42.8416843
141,-78.1752775,0.4044186
142,-89.2198844,13.6982832
143,-111.9323608,33.420597
144,-111.9323608,33.420597
145,-111.9323608,33.420597
146,-111.9323608,33.420597
147,-111.9355567,33.4205958
148,-0.1024624,51.5279719
149,-0.1024624,51.5279719
150,-0.1024624,51.5279719
151,-0.1024624,51.5279719
152,-0.1024624,51.5279719
153,151.1908852,-33.8920791
154,151.1908852,-33.8920791
155,151.1908852,-33.8920791
156,151.1908852,-33.8920791
157,151.1908852,-33.8920791
158,6.1342988,48.6543335
159,6.1342988,48.6543335
160,6.1342988,48.6543335
161,6.1342988,48.6543335
162,6.1342988,48.6543335
163,9.2324209,45.4786698
164,9.2324209,45.4786698
165,9.2324209,45.4786698
166,9.2324209,45.4786698
167,9.2324209,45.4786698
168,5.6657696,51.9845558
169,5.6657696,51.9845558
170,5.6657696,51.9845558
171,5.6657696,51.9845558
172,5.6657696,51.9845558
173,-122.2596727,37.874132
174,-122.2596727,37.874132
175,-122.2596727,37.874132
176,-122.2644263,37.8725976
177,NA,NA
178,138.6062277,-34.920603
179,138.6053857,-34.9177985
180,138.6053857,-34.9177985
181,138.6053857,-34.9177985
182,138.6053857,-34.9177985
183,138.6053857,-34.9177985
184,138.6053857,-34.9177985
185,-89.4037083,43.0744596
186,-89.4037083,43.0744596
187,-89.4037083,43.0744596
188,-83.7345223,42.2788651
189,-83.7345223,42.2788651
190,-83.7345223,42.2788651
191,-73.9935958,40.7294262
192,-73.9935958,40.7294262
193,-73.9935958,40.7294262
194,-73.9935958,40.7294262
195,-73.9935958,40.7294262
196,-79.9201573,43.2621688
197,-83.704239,42.2974438
198,-83.704239,42.2974438
199,-83.6142374,41.6578804
200,-97.4457137,35.2058936
201,-97.4457137,35.2058936
202,-97.4489987,35.1944148
203,-97.4489987,35.1944148
204,18.1672671,40.34956
205,18.1672671,40.34956
206,18.1672671,40.34956
207,18.1672671,40.34956
208,18.1672671,40.34956
209,18.1672671,40.34956
210,18.1672671,40.34956
211,18.1672671,40.34956
212,18.1672671,40.34956
213,18.1672671,40.34956
214,18.1672671,40.34956
215,18.1672671,40.34956
216,18.1672671,40.34956
217,18.1672671,40.34956
218,18.1672671,40.34956
219,17.2470303,40.4643606
220,17.2470303,40.4643606
221,17.2470303,40.4643606
222,17.2470303,40.4643606
223,17.2470303,40.4643606
224,17.2470303,40.4643606
225,17.2470303,40.4643606
226,17.2470303,40.4643606
227,17.2470303,40.4643606
228,17.2470303,40.4643606
229,17.2470303,40.4643606
230,17.2470303,40.4643606
231,17.2470303,40.4643606
232,17.2470303,40.4643606
233,17.2470303,40.4643606
234,36.8219462,-1.2920659
235,36.8219462,-1.2920659
236,-1.2509368,51.7572273
237,0.123721,52.201827
238,36.736103,-1.343122
239,36.7626571,-1.3471902
240,-73.5749019,45.5047656
241,-83.7365835,42.2778852
242,-83.7363766,42.2766725
243,-71.0893148,42.3603088
244,-71.0893148,42.3603088
245,-71.0893148,42.3603088
246,-71.0893148,42.3603088
247,-71.1159323,42.3780123
248,10.1479745,54.3299939
249,10.1479745,54.3299939
250,NA,NA
251,9.8012943,52.354987
252,10.4282364,55.3689827
253,10.1181563,54.340354
254,-78.2888349,44.3582062
255,-75.6776095,45.4197197
256,-90.3095218,38.6497172
257,-88.2271615,40.1019523
258,-88.2057792,40.1029653
259,-80.0206987,36.9264771
260,-81.7119616,28.1022491
261,-0.972912,54.0163174
262,2.2639934,48.8476037
263,2.2639934,48.8476037
264,2.2639934,48.8476037
265,85.2834629,27.6806722
266,85.2834629,27.6806722
267,85.2834629,27.6806722
268,-85.4951663,32.5933574
269,-85.4951663,32.5933574
270,-85.4951663,32.5933574
271,-95.4018312,29.7173941
272,-83.7365984,42.2773424
273,-83.7365984,42.2773424
274,-122.059815,36.9985406
275,-122.059815,36.9985406
276,-93.6464516,42.0266573
277,-93.6464516,42.0266573
278,-93.6464516,42.0266573
279,-93.6464516,42.0266573
280,-93.6464516,42.0266573
281,-93.6464516,42.0266573
282,-93.6464516,42.0266573
283,-93.6464516,42.0266573
284,-76.476316,42.4487952
285,-76.476316,42.4487952
286,-76.476316,42.4487952
287,-76.476316,42.4487952
288,-95.251449,38.9584517
289,-95.251449,38.9584517
290,-95.251449,38.9584517
291,-95.251449,38.9584517
292,-95.2485952,38.9557464
293,-95.2485952,38.9557464
294,-95.2485952,38.9557464
295,-95.2485952,38.9557464
296,-71.11493,42.378196
297,-97.1366259,49.8075008
298,-97.1366259,49.8075008
299,-80.5274264,43.473851
300,-79.2476925,43.1175731
301,-97.1366259,49.8075008
302,-97.1366259,49.8075008
303,104.9202808,11.5433705
304,-63.581457,44.6313301
305,-97.153487,49.8912543
306,-75.6944341,45.3834118
307,-97.1366259,49.8075008
308,-75.6831329,45.4231064
309,-71.5308537,41.4860647
310,-122.9198833,49.2780937
311,-73.1992228,44.4811832
312,-78.5042637,38.0294811
313,149.1864471,-35.2983627
314,-70.6399544,-33.4418068
315,-89.4133231,43.0756074
316,-83.7345223,42.2788651
317,-83.7345223,42.2788651
318,135.7773029,35.0227581
319,140.0462458,39.8008319
320,-82.563346,35.612128
321,-122.3075547,47.6517683
322,-122.3075547,47.6517683
323,-113.995368,46.8704967
324,-114.0566828,46.8419662
325,-113.5263186,53.5232189
326,-113.5263186,53.5232189
327,-113.5263186,53.5232189
328,-113.529111,53.5267813
329,-113.529111,53.5267813
330,8.9694947,44.4057165
331,8.9694947,44.4057165
332,8.9694947,44.4057165
333,8.9694947,44.4057165
334,8.9694947,44.4057165
335,8.9694947,44.4057165
336,121.4046303,31.2258116
337,121.4046303,31.2258116
338,121.4046303,31.2258116
339,121.4046303,31.2258116
340,121.4046303,31.2258116
341,121.4046303,31.2258116
342,121.4046303,31.2258116
343,121.4046303,31.2258116
344,121.4598975,31.2627211
345,144.9621206,-37.801292
346,2.3598969,48.8261675
347,2.3598969,48.8261675
348,-74.6543017,40.3457173
349,-74.6543017,40.3457173
350,-123.2459938,49.2606052
351,-123.2459938,49.2606052
352,145.0618916,-37.7523413
353,-71.1155576,42.3784626
354,-71.1155576,42.3784626
355,-71.1155576,42.3784626
356,151.1126498,-33.7738237
357,151.1126498,-33.7738237
358,151.1126498,-33.7738237
359,153.0148148,-27.4973394
360,153.0148148,-27.4973394
361,153.0148148,-27.4973394
362,-77.0284136,38.9002073
363,-77.1044597,39.0027771
364,-81.2737336,43.0095971
365,-81.2737336,43.0095971
366,NA,NA
367,NA,NA
368,NA,NA
369,NA,NA
370,NA,NA
371,2.2639934,48.8476037
372,2.2639934,48.8476037
373,2.2639934,48.8476037
374,2.2639934,48.8476037
375,2.2639934,48.8476037
376,16.359237,48.2319384
377,16.359237,48.2319384
378,16.359237,48.2319384
379,16.359237,48.2319384
380,16.359237,48.2319384
381,5.0378355,51.1967142
382,5.0378355,51.1967142
383,5.0378355,51.1967142
384,5.0378355,51.1967142
385,5.0378355,51.1967142
386,5.0378355,51.1967142
387,10.3258951,44.8007911
388,10.3258951,44.8007911
389,10.3258951,44.8007911
390,10.3258951,44.8007911
391,10.3258951,44.8007911
392,10.3258951,44.8007911
393,-1.5196603,12.3714277
394,-1.5196603,12.3714277
395,-1.5196603,12.3714277
396,-1.5196603,12.3714277
397,-1.5196603,12.3714277
398,-1.5196603,12.3714277
399,-4.5074098,48.3980973
400,-78.9306593,35.999712
401,153.0148519,-27.4974432
402,153.0260341,-27.4704528
403,-80.2796399,25.7221362
404,-4.5074098,48.3980973
405,18.055378,59.3571862
406,18.055378,59.3571862
407,18.055378,59.3571862
408,18.055378,59.3571862
409,18.055378,59.3571862
410,18.055378,59.3571862
411,-3.0696841,56.456808
412,2.1046866,41.5020282
413,18.0579984,59.3656529
414,18.057831,59.3621737
415,-96.5845173,39.1934982
416,-96.5845173,39.1934982
417,-96.5845173,39.1934982
418,-96.5845173,39.1934982
419,-105.9545118,35.6737464
420,-105.9545118,35.6737464
421,149.0824669,-35.2384587
422,149.0824669,-35.2384587
423,149.0824669,-35.2384587
424,149.0824669,-35.2384587
425,149.0824669,-35.2384587
426,18.4598509,-33.9571826
427,18.055378,59.3571862
428,0.5383177,51.397198
429,0.5383177,51.397198
430,11.354157,44.4962318
431,-111.653403,35.1905403
432,-111.651302,35.1982836
433,-111.653403,35.1905403
434,-105.9504198,35.6819289
435,-112.0392466,46.5902308
436,-2.9730806,53.4036596
437,16.9154021,52.4083974
438,-2.8998193,53.2002807
439,-105.0814399,40.5666618
440,-105.0814399,40.5666618
441,-105.0814399,40.5666618
442,-91.0183155,41.4432643
443,0.0804001,52.2129554
444,0.0804001,52.2129554
445,0.0804001,52.2129554
446,0.0804001,52.2129554
447,0.0804001,52.2129554
448,-76.3058746,36.8853052
449,-76.3058746,36.8853052
450,147.2921447,-42.9874916
451,-122.0596412,36.9980199
452,-96.7950835,46.9115589
453,8.5805155,53.5332554
454,-82.6327285,27.760802
455,3.6604072,43.3966196
456,-70.6711607,41.5242348
457,2.3522219,48.856614
458,2.3522219,48.856614
459,-69.9789243,41.9043472
460,-4.2462343,55.8611839
461,-4.2462343,55.8611839
462,-4.2462343,55.8611839
463,-4.2462343,55.8611839
464,-4.2462343,55.8611839
465,-4.2462343,55.8611839
466,-4.2462343,55.8611839
467,-73.9625727,40.8075355
468,-73.9625727,40.8075355
469,-73.9625727,40.8075355
470,-73.9625727,40.8075355
471,-73.9625727,40.8075355
472,-73.9625727,40.8075355
473,-73.9625727,40.8075355
474,-106.6197812,35.0843187
475,-106.6197812,35.0843187
476,-106.6197812,35.0843187
477,-106.6197812,35.0843187
478,-106.6197812,35.0843187
479,-106.6197812,35.0843187
480,-105.908634,35.700306
481,-105.908634,35.700306
482,-105.908634,35.700306
483,-105.908634,35.700306
484,-105.908634,35.700306
485,-105.908634,35.700306
486,-105.271659,40.007934
487,-105.271659,40.007934
488,-105.271659,40.007934
489,-105.271659,40.007934
490,-105.271659,40.007934
491,-105.271659,40.007934
492,-106.308695,35.882553
493,-106.308695,35.882553
494,-106.308695,35.882553
495,-106.308695,35.882553
496,-106.308695,35.882553
497,-106.308695,35.882553
498,-73.9965317,40.7314808
499,-0.4727493,51.5321389
500,-0.035408,51.474271
501,-78.6722691,35.7871726
502,-78.6722691,35.7871726
503,-121.7539531,38.540831
504,-121.7539531,38.540831
505,0.9453734,51.8760557
506,-9.1564303,38.7558844
507,-9.1564303,38.7558844
508,-9.1564303,38.7558844
509,-9.1563943,38.7478325
510,-9.1563943,38.7478325
511,0.427964,51.736605
512,0.427964,51.736605
513,-4.2423927,55.862111
514,-4.2423927,55.862111
515,-4.2423927,55.862111
516,-4.2423927,55.862111
517,-73.9625727,40.8075355
518,-73.9625727,40.8075355
519,-73.9625727,40.8075355
520,-73.9625727,40.8075355
521,100.5254447,13.7647355
522,18.41794,-33.92317
523,18.41794,-33.92317
524,18.41794,-33.92317
525,18.3571529,-34.043023
526,18.6515208,-33.9199194
527,-83.7365984,42.2773424
528,-83.7365984,42.2773424
529,-83.7345223,42.2788651
530,-83.7345223,42.2788651
531,-83.7345223,42.2788651
532,-106.6197812,35.0843187
533,77.225267,28.590222
534,85.323476,27.64645
535,-70.6692655,-33.4488897
536,-70.6692655,-33.4488897
537,-70.6184469,-33.4236536
538,-70.6184469,-33.4236536
539,149.5648405,-33.4294833
540,4.3566444,52.0089365
541,13.5341959,52.4320842
542,13.5341959,52.4320842
543,-1.8835619,52.4838753
544,12.4309111,51.3517518
545,149.120665,-35.2754164
546,NA,NA
547,-97.0737222,36.1270236
548,144.9717408,-37.803273
549,144.9717408,-37.803273
550,106.8507575,-6.4940272
551,-97.7340567,30.2849185
552,-97.7340567,30.2849185
553,145.1298842,-37.9112505
554,-97.153487,49.8912543
555,-122.6810059,45.5090285
556,-79.3959518,43.6609086
557,-79.3959518,43.6609086
558,153.0658032,-26.7169935
559,153.0658032,-26.7169935
560,10.2068193,56.1666413
561,-73.6788884,42.7297628
562,-73.6788884,42.7297628
563,-73.6788884,42.7297628
564,-97.7384129,30.2860893
565,-97.7384129,30.2860893
566,-114.1253711,51.0802753
567,-114.1253711,51.0802753
568,77.2098347,28.6820077
569,-120.4829677,37.3021632
570,-120.4224179,37.3660652
571,17.1069076,48.1493116
572,17.1069076,48.1493116
573,26.0654122,44.4419153
574,26.0654122,44.4419153
575,26.0654122,44.4419153
576,-63.5959048,44.6369254
577,-0.6282833,52.0746136
578,-0.6282833,52.0746136
579,-0.6282833,52.0746136
580,-0.859637,41.6348535
581,-92.3264353,34.7509623
582,-92.3264353,34.7509623
583,43.0663499,40.5838495
584,68.7857319,38.602117
585,-93.6463984,42.0301187
586,-93.6463984,42.0301187
587,-87.6270059,41.8348731
588,-73.5749019,45.5047656
589,12.6368665,43.723217
590,12.6368665,43.723217
591,12.6368665,43.723217
592,12.6368665,43.723217
593,-82.7730989,34.639034
594,-82.7730989,34.639034
595,-82.7730989,34.639034
596,-82.7730989,34.639034
597,-94.1514864,45.5486507
598,-94.1514864,45.5486507
599,-94.1514864,45.5486507
600,-94.1514864,45.5486507
601,-106.6197812,35.0843187
602,-106.6197812,35.0843187
603,-106.6197812,35.0843187
604,-106.6197812,35.0843187
605,-4.2423927,55.862111
606,-4.2423927,55.862111
607,-4.2423927,55.862111
608,100.5718449,13.8446263
609,118.7789602,32.0568391
610,118.7789602,32.0568391
611,118.7789602,32.0568391
612,118.7789602,32.0568391
613,-79.4931324,43.7742707
614,-73.5779128,45.4948363
615,-123.9502439,46.20543
616,-77.0260654,38.8912662
617,-77.0260654,38.8912662
618,-77.0260654,38.8912662
619,-72.2559483,41.8104005
620,-72.2559483,41.8104005
621,-72.2559483,41.8104005
622,-72.2498733,41.8096482
623,-72.2498733,41.8096482
624,-72.2498733,41.8096482
625,116.3356321,39.9106327
626,116.3356321,39.9106327
627,13.5341959,52.4320842
628,-1.8849169,52.4832516
629,67.1208175,24.9416958
630,-89.4124875,43.076592
631,-120.365894,50.6705062
632,13.0480985,47.7972387
633,11.5851826,49.9261858
634,14.2531103,40.8375178
635,14.2531103,40.8375178
636,14.2531103,40.8375178
637,NA,NA
638,NA,NA
639,NA,NA
640,13.9438633,40.746368
641,-117.421037,47.7551637
642,-121.7518561,38.542086
643,-121.7518561,38.542086
644,-121.7518561,38.542086
645,-121.7518561,38.542086
646,-121.7518561,38.542086
647,-121.7518561,38.542086
648,-121.7518561,38.542086
649,-121.7518561,38.542086
650,-121.7518561,38.542086
651,-121.7518561,38.542086
652,-121.7518561,38.542086
653,-117.2340135,32.8800604
654,-117.2340135,32.8800604
655,-117.2340135,32.8800604
656,-117.2340135,32.8800604
657,-117.2340135,32.8800604
658,-117.2340135,32.8800604
659,-117.2340135,32.8800604
660,-117.2340135,32.8800604
661,-117.2340135,32.8800604
662,-117.2340135,32.8800604
663,-117.2340135,32.8800604
664,-117.8449331,33.6462425
665,-117.8449331,33.6462425
666,-117.8449331,33.6462425
667,-117.8449331,33.6462425
668,-117.8449331,33.6462425
669,-117.8449331,33.6462425
670,-117.8449331,33.6462425
671,-117.8449331,33.6462425
672,-117.8449331,33.6462425
673,-117.8449331,33.6462425
674,-117.8449331,33.6462425
675,-72.2837937,43.7089836
676,-72.2837937,43.7089836
677,-72.2837937,43.7089836
678,-72.2837937,43.7089836
679,-72.2837937,43.7089836
680,-72.2837937,43.7089836
681,-72.2837937,43.7089836
682,-72.2837937,43.7089836
683,-72.2837937,43.7089836
684,-72.2837937,43.7089836
685,-72.2837937,43.7089836
686,-82.1013889,39.324358
687,-82.1013889,39.324358
688,-82.1013889,39.324358
689,-82.1013889,39.324358
690,-82.1013889,39.324358
691,-82.1013889,39.324358
692,-82.1013889,39.324358
693,-82.1013889,39.324358
694,-82.1013889,39.324358
695,-82.1013889,39.324358
696,-82.1013889,39.324358
697,-82.1013889,39.324358
698,-82.1013889,39.324358
699,-82.1013889,39.324358
700,-82.1013889,39.324358
701,-82.1013889,39.324358
702,-82.1013889,39.324358
703,-82.1013889,39.324358
704,-82.1013889,39.324358
705,-82.1013889,39.324358
706,-82.1013889,39.324358
707,-82.1013889,39.324358
708,-119.8422025,34.4131828
709,-119.8422025,34.4131828
710,-119.8422025,34.4131828
711,-119.8422025,34.4131828
712,-119.8422025,34.4131828
713,-119.8422025,34.4131828
714,-119.8422025,34.4131828
715,-119.8422025,34.4131828
716,-119.8422025,34.4131828
717,-119.8422025,34.4131828
718,-119.8422025,34.4131828
719,NA,NA
720,NA,NA
721,NA,NA
722,NA,NA
723,NA,NA
724,NA,NA
725,NA,NA
726,NA,NA
727,NA,NA
728,NA,NA
729,NA,NA
730,-105.908634,35.700306
731,-105.908634,35.700306
732,-105.908634,35.700306
733,-105.908634,35.700306
734,-105.908634,35.700306
735,-105.908634,35.700306
736,-105.908634,35.700306
737,-105.908634,35.700306
738,-105.908634,35.700306
739,-105.908634,35.700306
740,-105.908634,35.700306
741,-79.3988725,43.6635542
742,-79.3988725,43.6635542
743,-79.3988725,43.6635542
744,-79.3988725,43.6635542
745,-79.3988725,43.6635542
746,-79.3988725,43.6635542
747,-79.3988725,43.6635542
748,-79.3988725,43.6635542
749,-79.3988725,43.6635542
750,-79.3988725,43.6635542
751,-79.3988725,43.6635542
752,-111.9329515,33.4200638
753,-111.9329515,33.4200638
754,-111.9329515,33.4200638
755,-111.9329515,33.4200638
756,-111.9329515,33.4200638
757,-111.9329515,33.4200638
758,-111.9329515,33.4200638
759,-111.9329515,33.4200638
760,-111.9329515,33.4200638
761,-111.9329515,33.4200638
762,-111.9329515,33.4200638
763,-70.6711607,41.5242348
764,-70.6711607,41.5242348
765,-70.6711607,41.5242348
766,-70.6711607,41.5242348
767,-70.6711607,41.5242348
768,-70.6711607,41.5242348
769,-70.6711607,41.5242348
770,-70.6711607,41.5242348
771,-70.6711607,41.5242348
772,-70.6711607,41.5242348
773,-70.6711607,41.5242348
774,118.794931,32.058569
775,118.794931,32.058569
776,118.794931,32.058569
777,118.794931,32.058569
778,118.794931,32.058569
779,118.794931,32.058569
780,118.794931,32.058569
781,118.794931,32.058569
782,118.794931,32.058569
783,118.794931,32.058569
784,118.794931,32.058569
785,116.3356321,39.9106327
786,116.3356321,39.9106327
787,116.3356321,39.9106327
788,116.3356321,39.9106327
789,116.3356321,39.9106327
790,116.3356321,39.9106327
791,116.3356321,39.9106327
792,116.3356321,39.9106327
793,116.3356321,39.9106327
794,116.3356321,39.9106327
795,116.3356321,39.9106327
796,-79.9532775,40.4440096
797,-79.9532775,40.4440096
798,-79.9532775,40.4440096
799,-84.396285,33.7756178
800,118.794931,32.058569
801,118.794931,32.058569
802,118.794931,32.058569
803,-0.4644061,51.5300881
804,116.682386,40.408141
805,116.682386,40.408141
806,114.4518148,30.4472477
807,114.4518148,30.4472477
808,10.7217496,59.9399586
809,-95.3436278,29.7215626
810,-73.5749019,45.5047656
811,-73.5749019,45.5047656
812,147.3247504,-42.9041118
813,131.953183,43.7903746
814,-3.7284241,40.4457412
815,-3.7284241,40.4457412
816,-73.9935958,40.7294262
817,-63.5940187,44.636336
818,-63.5940187,44.636336
819,-96.3337124,30.6090918
820,-96.3337124,30.6090918
821,-76.5011367,37.2482223
822,-76.5011367,37.2482223
823,-76.5011367,37.2482223
824,-76.5011367,37.2482223
825,20.1676674,46.245898
826,20.1676674,46.245898
827,17.8922044,46.9139495
828,17.8922044,46.9139495
829,19.0585445,47.4905698
830,15.4495241,47.0776328
831,-89.4111747,43.0765434
832,15.344231,47.3498281
833,-83.7345223,42.2788651
834,-83.7365984,42.2773424
835,-97.8833427,27.5256262
836,-96.6717325,40.8285816
837,-0.1534303,51.5352875
838,-84.5095794,39.1354868
839,-84.5095794,39.1354868
840,146.7595034,-19.3286381
841,146.7595034,-19.3286381
842,-95.8766917,36.1329164
843,-84.3241765,33.8001193
844,-95.8766917,36.1329164
845,-123.3116935,48.4634067
846,-123.381221,48.434138
847,18.055378,59.3571862
848,-98.4511541,41.2283943
849,-96.700452,40.810831
850,-96.700452,40.810831
851,-83.73564,42.216662
852,-73.5749019,45.5047656
853,-74.4388687,40.4808513
854,-74.4388687,40.4808513
855,-74.4388687,40.4808513
856,-74.4388687,40.4808513
857,-66.6424812,45.9479784
858,151.111851,-33.7765829
859,-66.6393438,45.9612631
860,-121.3128577,37.9798869
861,-96.7004763,40.8201966
862,25.0412414,61.0537524
863,-1.5037461,52.4071747
864,-1.5037461,52.4071747
865,6.605243,53.1718265
866,6.605243,53.1718265
867,6.605243,53.1718265
868,-82.0233864,33.4754835
869,-82.0233864,33.4754835
870,-82.0233864,33.4754835
871,13.8167934,52.8326932
872,13.8167934,52.8326932
873,13.8167934,52.8326932
874,0.4740486,51.7409812
875,-77.044276,38.911549
876,-77.044276,38.911549
877,-77.044276,38.911549
878,-77.044276,38.911549
879,-92.6155918,16.7050946
880,-83.7365984,42.2773424
881,-83.7345223,42.2788651
882,-79.4692596,43.7690856
883,-79.4692596,43.7690856
884,34.9263533,32.2009578
885,-121.7520657,38.543524
886,-121.7520657,38.543524
887,116.3356321,39.9106327
888,116.3356321,39.9106327
889,116.3356321,39.9106327
890,116.3356321,39.9106327
891,116.3498101,39.9632123
892,-6.251796,53.3432005
893,-6.251796,53.3432005
894,-6.251796,53.3432005
895,-6.251796,53.3432005
896,2.2639934,48.8476037
897,13.5341959,52.4320842
898,13.5341959,52.4320842
899,-1.8891925,52.4875396
900,-1.8891925,52.4875396
901,12.6368665,43.723217
902,-73.9562301,40.7556304
903,-69.9743929,44.308548
904,-6.0059778,37.4119846
905,-6.0059778,37.4119846
906,14.5613347,50.0017023
907,14.5613347,50.0017023
908,14.5613347,50.0017023
909,14.5613347,50.0017023
910,172.4640507,-43.6451128
911,14.4234889,50.0871106
912,-113.9860604,46.8584498
913,7.438119,46.9504896
914,7.3248915,47.3730778
915,7.3248915,47.3730778
916,-112.0734511,33.452957
917,-112.0734511,33.452957
918,-112.0734511,33.452957
919,-112.0734511,33.452957
920,121.406829,31.227667
921,121.406829,31.227667
922,-84.2872445,46.5010443
923,13.5341959,52.4320842
924,-75.3775187,40.6048687
925,-75.3775187,40.6048687
926,-75.3775187,40.6048687
927,-75.3775187,40.6048687
928,-94.174332,36.0650063
929,-94.174332,36.0650063
930,-94.174332,36.0650063
931,-94.174332,36.0650063
932,-120.7401385,47.7510741
933,-120.7401385,47.7510741
934,-120.7401385,47.7510741
935,-120.7401385,47.7510741
936,-120.7401385,47.7510741
937,-120.7401385,47.7510741
938,-120.7401385,47.7510741
939,-120.7401385,47.7510741
940,-84.3099778,35.9311
941,-84.3099778,35.9311
942,-84.3099778,35.9311
943,-84.3099778,35.9311
944,-83.37441,33.943993
945,-83.3735942,33.9442063
946,-83.3735942,33.9442063
947,-85.7073277,32.4307809
948,-83.3747076,33.9457987
949,100.3025177,5.3559337
950,100.3025177,5.3559337
951,12.1918637,10.6116811
952,-122.9198833,49.2780937
953,-122.9198833,49.2780937
954,-119.0212195,43.5188875
955,-119.0212195,43.5188875
956,-113.529111,53.5267813
957,-113.529111,53.5267813
958,-113.529111,53.5267813
959,-116.5765035,53.9332706
960,-116.5765035,53.9332706
961,-116.5765035,53.9332706
962,-123.2488265,49.2604859
963,-123.2488265,49.2604859
964,-113.9000036,53.5360657
965,-113.5255352,53.5290289
966,-83.7382241,42.2780436
967,-83.7382241,42.2780436
968,-83.7382241,42.2780436
969,-83.7382241,42.2780436
970,-83.7382241,42.2780436
971,-83.7382241,42.2780436
972,13.6487593,52.4485905
973,13.6487593,52.4485905
974,13.6487593,52.4485905
975,13.6487593,52.4485905
976,13.6487593,52.4485905
977,13.6487593,52.4485905
978,10.1147022,54.3460549
979,10.1147022,54.3460549
980,10.1147022,54.3460549
981,10.1147022,54.3460549
982,10.1147022,54.3460549
983,10.1147022,54.3460549
